title,link,company,location
Слесарь-электрик по ремонту электрооборудования,https://aktau.hh.kz/vacancy/79859567?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ВОСТОКИНВЕСТ,Хабаровск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79760475?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Тольяттинский трубопрофильный завод,Тольятти
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79773097?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СпецАвто-Восток,Тюмень
Слесарь РТУ (монтажник),https://aktau.hh.kz/vacancy/80139576?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Башнефтехимремсервис ОАО НХРС,Уфа
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80175043?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"Завод точной электромеханики, РПУП",Минск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/78978728?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ПАО Красногорский завод им. С.А. Зверева,Красногорск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80136444?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Щербинский лифтостроительный завод,Подольск (Московская область)
Слесарь-сварщик,https://aktau.hh.kz/vacancy/80014926?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ИП Поносов Денис Игоревич,Ижевск
Слесарь-сборщик РЭАиП,https://aktau.hh.kz/vacancy/80168492?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Электромобили Мануфэкчуринг Рус,Санкт-Петербург
Слесарь-сборщик,https://aktau.hh.kz/vacancy/80122890?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Металстрой,Электросталь
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79656807?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Трансспецгрупп,Омск
Слесарь-сантехник,https://aktau.hh.kz/vacancy/80181899?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЭкоЛайф,Санкт-Петербург
"Слесарь-механик, техник-наладчик, оператор бетонного асфальтового завода",https://aktau.hh.kz/vacancy/79065173?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ДОРСТРОЙ,Ростов-на-Дону
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79020000?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЛИФТПРОМ,Самара
"Слесарь механосборочных работ (ПРОМЕТ СЭЗ Узловая, НОВЫЙ завод)",https://aktau.hh.kz/vacancy/80160381?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ПРОМЕТ,Узловая
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79841198?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Эдельвайс,Электросталь
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79764834?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ESTIMA,Иваново (Ивановская область)
Сборщик/слесарь,https://aktau.hh.kz/vacancy/78983616?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Фирма Сатурн,Пермь
Слесарь,https://aktau.hh.kz/vacancy/80083719?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПромСтройКомплект,Архангельск
Слесарь ТО ВДГО,https://aktau.hh.kz/vacancy/79724747?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Мособлгазсервис,Коломна
Слесарь (металлообработка),https://aktau.hh.kz/vacancy/79391837?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Рогос,Москва
Метролог-слесарь,https://aktau.hh.kz/vacancy/80134101?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Городская Метрологическая Служба,Набережные Челны
Слесарь-сборщик металлоконструкций,https://aktau.hh.kz/vacancy/80108074?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО МКС,Липецк
Слесарь МСР,https://aktau.hh.kz/vacancy/80143305?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Ресурс для Бизнеса,Пенза
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79762691?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Веза,"Нижний Новгород, Горьковская"
Слесарь - ремонтник,https://aktau.hh.kz/vacancy/79636298?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Уральские Инновационные Технологии,"Екатеринбург, Машиностроителей"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80084092?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Химнефтекомплект,Нижний Новгород
Слесарь по ремонту технологических установок,https://aktau.hh.kz/vacancy/80152999?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уралтехпродукт,Рязань
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79825966?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ФоксТанк ТД,Нижний Новгород
Слесарь-сборщик,https://aktau.hh.kz/vacancy/76898414?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО АЙТИ.СПЕЙС,Москва
Слесарь по ремонту технологического оборудования,https://aktau.hh.kz/vacancy/79757229?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Производственное объединение ЭнергоИндустрия,Барнаул
Слесарь по ремонту технологический установок,https://aktau.hh.kz/vacancy/80150989?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уралтехпродукт,Магнитогорск
Слесарь-ремонтник 3-6 разряда,https://aktau.hh.kz/vacancy/79675461?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Моторный завод (ООО ЧТЗ-Уралтрак),Челябинск
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/79412273?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПИК-полимер,Ростов-на-Дону
Слесарь по ремонту технологических установок,https://aktau.hh.kz/vacancy/80153003?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уралтехпродукт,Магнитогорск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79764832?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ESTIMA,Саратов
Слесарь-сборщик водоразборного оборудования,https://adsrv.hh.ru/click?b=389348&c=45&meta=GaPxs6aOT9D5BiSDvqEFK1FPUQViOXC_lv0kjR81BOzToRZOQk7o7wGdRG8CMiJJ-m3KL3o_Wy-rPmvSUAOEecgQdWcUpyCHbocVSWhjCUkpQTbSegkWPn-JO1C_6-6brCVR43LHb-mXFd3TvZu6xggvhgicOOZ28WnSVgyfHynkblnzWNMC3tkvTNbQposq_ue-tBvP-6DIEqQb8pWyFA%3D%3D&place=35&clickType=link_to_vacancy,ООО Компания Вокс-21 век,Подольск (Московская область)
Слесарь,https://adsrv.hh.ru/click?b=402416&c=31&meta=bz390QyijMutRlJySZJEd3eh-xuLObvvk_Ssk6g7_cQnTfUeJ9N7arXwSF6StM5VD_NK6N05D7MbQX0JM_ODbVnrtlQqT1ebCJDeOwBmgBMtwz-dAyDTVku3vCGJaTRTywuwKGm6qw-HY96iiTEfctpZ3c8B0iJ9j1-cRiP1oXAOpEIIx-MvPm1SsRsLtr9Wqd8RU95mP9dAZUw6e3Raog%3D%3D&place=36&clickType=link_to_vacancy,ООО Аспект Про,Воронеж
Слесарь по ремонту технологических установок,https://aktau.hh.kz/vacancy/80153003?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уралтехпродукт,Магнитогорск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79764832?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ESTIMA,Саратов
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79225311?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Моторика,Москва
Слесарь ТО ВДГО,https://aktau.hh.kz/vacancy/79717964?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Мособлгазсервис,Куровское
Слесарь,https://aktau.hh.kz/vacancy/80176499?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ОАО НПО Татэлектромаш,Набережные Челны
Слесарь-ремонтник НПО,https://aktau.hh.kz/vacancy/79967339?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО НТС - Лидер,Мегион
Слесарь-сборщик,https://aktau.hh.kz/vacancy/79740731?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Биодевайс,Великий Новгород
Слесарь по ремонту авиадвигателя,https://aktau.hh.kz/vacancy/79968801?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Заполярэнергорезерв,Тюмень
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79290734?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,РСК,Подольск (Московская область)
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/80040402?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО АЗИМУТ,Калуга
Слесарь МСР,https://aktau.hh.kz/vacancy/79511199?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО КЛАСС-ИНЖИНИРИНГ,"Санкт-Петербург, Парнас"
Слесарь-сборщик,https://aktau.hh.kz/vacancy/79215086?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Технологика,Челябинск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80005156?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Приокский машиностроительный завод,Нижний Новгород
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79879097?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Автоспальник,Нижний Новгород
Слесарь ТО ВДГО,https://aktau.hh.kz/vacancy/76333932?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Мособлгазсервис,Домодедово
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/73434824?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ОАО Плутон,Москва
Слесарь - Сборщик МК,https://aktau.hh.kz/vacancy/79619006?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО К-Метпром,Курган
Слесарь МСР,https://aktau.hh.kz/vacancy/77851772?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО НТО,"Санкт-Петербург, Пионерская и еще 2 "
Слесарь-сборщик,https://aktau.hh.kz/vacancy/73252832?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО НТА-ПРОМ,Лобня
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80101834?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Листон,Жуков
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79239862?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ДиКом,Санкт-Петербург
Слесарь-ремонтник (Завод им.Свердлова),https://aktau.hh.kz/vacancy/80083130?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АНО Областное кадровое агентство,Дзержинск (Нижегородская область)
Слесарь МСР,https://aktau.hh.kz/vacancy/80154057?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Набережночелнинский филиал Завод механических трансмиссий,Набережные Челны
Слесарь-Гидравлик,https://aktau.hh.kz/vacancy/80068269?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Охтинский Механический Завод,"Санкт-Петербург, Гражданский проспект и еще 2 "
Слесарь-сборщик металлоконструкций,https://aktau.hh.kz/vacancy/80095773?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Тверская Механическая Компания,Тверь
Слесарь механосборочных работ (сборка корпусов металлических шкафов),https://aktau.hh.kz/vacancy/79707517?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"Провенто, ГК",Нижний Новгород
Слесарь - сборщик алюминиевых конструкций (р-н Эльмаш),https://aktau.hh.kz/vacancy/80094547?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Спецремстрой,Екатеринбург
"Слесарь по ремонту (компрессоры,генераторы)",https://aktau.hh.kz/vacancy/79390337?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Промспецтех,Пермь
Слесарь,https://aktau.hh.kz/vacancy/79775707?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СТИЛ,"Санкт-Петербург, Автово и еще 2 "
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/77026938?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Группа компаний СПБелт,Санкт-Петербург
Слесарь ТО ВДГО,https://aktau.hh.kz/vacancy/79712502?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Мособлгазсервис,Сергиев Посад
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79921035?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СПБК,Сергиев Посад
Слесарь,https://aktau.hh.kz/vacancy/79747377?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Краснодарский машиностроительный завод,Краснодар
Техник (слесарь / сантехник),https://aktau.hh.kz/vacancy/79820598?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПрофТехСервис СПБ,Санкт-Петербург
Слесарь МСР,https://aktau.hh.kz/vacancy/80130580?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО АльянсСтафИнвест,Красноярск
Слесарь МСР,https://aktau.hh.kz/vacancy/79021692?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Шоли Механикс,Екатеринбург
Слесарь КИП / мастер по ремонту оборудования,https://aktau.hh.kz/vacancy/80170372?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Техника медицины,Пермь
Слесарь-монтажник,https://aktau.hh.kz/vacancy/79669316?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Прогаз,Хабаровск
Слесарь,https://aktau.hh.kz/vacancy/80106932?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РостДжоб,"Москва, Варшавская"
